reply_num	reply_ts	reply_user	talk_id	talk_user
5	1564316059.032500	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
6	1564317077.040500	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
7	1564317259.040700	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
8	1564317306.041300	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
9	1564317332.041500	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
10	1564317363.041900	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
11	1564317378.042100	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
12	1564317427.043100	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
13	1564317466.044400	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
14	1564317588.044600	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
15	1564317630.045200	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
16	1564317664.046200	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
17	1564317910.046400	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
18	1564318063.046800	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
19	1564318155.048600	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
20	1564318695.048800	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
21	1564318894.050900	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
22	1564318932.051600	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
23	1564318942.051800	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
24	1564319035.052500	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
25	1564319525.052700	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
26	1564321737.053000	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
27	1564321772.054100	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
28	1564321791.054300	ULQ3D7T2Q	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
29	1564324161.056200	UJRAL005U	9101aae7-5619-44df-8488-b98dc934ac00	ULQ3D7T2Q
0	1563021559.001500	UJKFAPBCJ	cdb9baaa-87aa-46c4-9699-6736e2cda586	UL3ME2AM7
1	1563078719.000200	UL3ME2AM7	cdb9baaa-87aa-46c4-9699-6736e2cda586	UL3ME2AM7
2	1563100646.003700	UJRAL005U	cdb9baaa-87aa-46c4-9699-6736e2cda586	UL3ME2AM7
3	1563144995.000900	UJRAL005U	cdb9baaa-87aa-46c4-9699-6736e2cda586	UL3ME2AM7
0	1562728900.000200	UJRAL005U	2fef8a67-a14e-4fef-a379-b68a09b64d35	UKW58LPUJ
0	1562484087.060000	UJRAL005U	2ef14029-35ed-4015-aa9e-69a5d51c53b3	UL2TY2ERL
1	1562508108.060200	UL2TY2ERL	2ef14029-35ed-4015-aa9e-69a5d51c53b3	UL2TY2ERL
2	1562594960.003100	UJRAL005U	2ef14029-35ed-4015-aa9e-69a5d51c53b3	UL2TY2ERL
0	1562368479.050900	UJRAL005U	5f07d4de-f68a-4f27-b345-d7ebdf429db3	UL70KNF4P
1	1562412637.059600	UL70KNF4P	5f07d4de-f68a-4f27-b345-d7ebdf429db3	UL70KNF4P
2	1565592221.003000	UKPAM2942	5f07d4de-f68a-4f27-b345-d7ebdf429db3	UL70KNF4P
0	1562244334.031700	UJRAL005U	5f1eda7a-c18e-4abc-a1dd-eecf61a7381a	UKFLR3VHR
0	1562145876.030300	UJRAL005U	5fa82f4a-59a3-4b7c-9347-943105688921	UL559NJTZ
0	1562077413.244800	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
1	1562077448.245700	UKY4VFB5E	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
2	1562077475.246400	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
3	1562077521.247600	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
4	1562077538.248100	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
5	1562077622.248300	UKY4VFB5E	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
6	1562077729.250700	UKY4VFB5E	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
7	1562077762.251700	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
8	1562077939.252500	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
9	1562077981.252800	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
10	1562078006.253700	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
11	1562078066.254000	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
12	1562078127.256000	UJRAL005U	fa6c786f-60a6-4bdd-8e79-43061a6e64b8	UKY4VFB5E
0	1562077241.241500	UJRAL005U	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
1	1562112884.000200	UL0NZCCMT	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
2	1562114071.000400	UJRAL005U	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
3	1562122969.011800	UL0NZCCMT	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
4	1562127566.017200	UL22NNXBP	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
5	1562127790.021800	UL22NNXBP	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
6	1562128993.026000	UJRAL005U	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
7	1562129168.029900	UJRAL005U	346ae7d8-f187-490b-aca6-f18bdc72cfd2	UL22NNXBP
0	1562070240.199900	UJRAL005U	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
1	1562153236.030700	UKT3G90U8	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
2	1562155259.030900	UKQHU14D9	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
3	1562155718.031100	UKT3G90U8	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
4	1562155918.031300	UKQHU14D9	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
5	1562156532.031500	UKQHU14D9	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
6	1562243551.025900	UJRAL005U	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
7	1562243778.028900	UJRAL005U	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
8	1562285645.046100	UKQHU14D9	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
9	1562288173.046300	UJRAL005U	b8b45678-ffd4-451b-9dea-24eaf5b88e5a	UKQHU14D9
0	1562068212.181800	UJRAL005U	115c798a-4a0c-4819-96f0-d0aadd767e00	UL3TC918X
1	1562071115.210000	UL3TC918X	115c798a-4a0c-4819-96f0-d0aadd767e00	UL3TC918X
2	1562072517.215100	UJRAL005U	115c798a-4a0c-4819-96f0-d0aadd767e00	UL3TC918X
0	1562067550.166500	UJRAL005U	263f6350-d7f4-46cf-8f7a-f8adadfd2ee9	UKQHVA4M8
0	1561989193.125300	UJRAL005U	8348d827-e36b-40fb-b74e-f8eee0fa6671	UL2TSDLG6
1	1561989393.127000	UL2TSDLG6	8348d827-e36b-40fb-b74e-f8eee0fa6671	UL2TSDLG6
0	1561987439.112200	UJRAL005U	ced84029-6a5d-4b6f-8368-d435898f3b8a	UKPCQAQLA
1	1561987597.112500	UKPCQAQLA	ced84029-6a5d-4b6f-8368-d435898f3b8a	UKPCQAQLA
0	1561956501.093000	UKU6PP3J5	80c054c7-63b1-4873-89ed-aa668c2e18b1	UL08YKGLU
1	1561987288.110100	UJRAL005U	80c054c7-63b1-4873-89ed-aa668c2e18b1	UL08YKGLU
0	1561987077.106500	UJRAL005U	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
1	1562029808.127900	UL0NZCCMT	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
2	1562040198.146300	UJRAL005U	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
3	1562040483.146900	UL0NZCCMT	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
4	1562060517.149300	UJRAL005U	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
5	1562062758.149600	UL0NZCCMT	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
6	1562068508.189000	UJRAL005U	c222722a-c439-4666-bcb6-e7ceb38b489c	UL0NZCCMT
0	1561914744.059800	UJKFAPBCJ	3c86ef4e-2a66-406d-8c5b-de32816bcb2a	UKU6PP3J5
1	1561935958.062300	UKU6PP3J5	3c86ef4e-2a66-406d-8c5b-de32816bcb2a	UKU6PP3J5
2	1561941066.066900	UJRAL005U	3c86ef4e-2a66-406d-8c5b-de32816bcb2a	UKU6PP3J5
3	1561956135.089200	UKU6PP3J5	3c86ef4e-2a66-406d-8c5b-de32816bcb2a	UKU6PP3J5
4	1561956335.092400	UKU6PP3J5	3c86ef4e-2a66-406d-8c5b-de32816bcb2a	UKU6PP3J5
5	1561989379.126400	UJKFAPBCJ	3c86ef4e-2a66-406d-8c5b-de32816bcb2a	UKU6PP3J5
0	1561914784.060600	UJKFAPBCJ	8d0295a6-52a4-43aa-b143-795d15540506	UL02Y5QAY
1	1561941012.065300	UJRAL005U	8d0295a6-52a4-43aa-b143-795d15540506	UL02Y5QAY
2	1561943031.076000	UL02Y5QAY	8d0295a6-52a4-43aa-b143-795d15540506	UL02Y5QAY
0	1561914855.062100	UJKFAPBCJ	d2657191-e947-4f87-b411-a170f3a49634	UKP4HTQ1G
1	1561940955.063800	UJRAL005U	d2657191-e947-4f87-b411-a170f3a49634	UKP4HTQ1G
2	1561978565.098800	UKP4HTQ1G	d2657191-e947-4f87-b411-a170f3a49634	UKP4HTQ1G
0	1561893535.030100	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
1	1561893589.030300	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
2	1561893868.030600	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
3	1561893897.031600	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
4	1561893991.031800	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
5	1561894023.032500	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
6	1561894067.032700	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
7	1561895103.033700	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
8	1561895160.035000	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
9	1561895713.039000	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
10	1561895780.039600	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
11	1561895825.040000	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
12	1561895826.040200	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
13	1561895833.040500	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
14	1561895875.042200	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
15	1561895908.043000	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
16	1561896312.049400	UJRAL005U	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
17	1561896680.050000	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
18	1561897885.053600	UKFNDDER1	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
19	1561897930.053800	UL0E55AC8	83dc63f4-1dcd-453d-a12b-49a8689650c4	UL0E55AC8
0	1561893447.028200	UJRAL005U	f880ab81-0e3e-453c-8768-c7c093d95e11	UKX7JQRPY
1	1561914666.058400	UJKFAPBCJ	f880ab81-0e3e-453c-8768-c7c093d95e11	UKX7JQRPY
0	1566726874.139900	UJRAL005U	9a1a9b55-f6c3-46c4-a496-7f45eb93a191	UMANCHXH8
1	1566727228.144000	UMANCHXH8	9a1a9b55-f6c3-46c4-a496-7f45eb93a191	UMANCHXH8
2	1569160356.041700	UMFGQHD46	9a1a9b55-f6c3-46c4-a496-7f45eb93a191	UMANCHXH8
0	1566561279.125100	UJRAL005U	49bdfb93-d0a0-47f0-9d97-b6cd1da85bc9	UMNEDB6G6
1	1566651012.129200	UMNEDB6G6	49bdfb93-d0a0-47f0-9d97-b6cd1da85bc9	UMNEDB6G6
0	1566531525.110700	UKT3G90U8	6404cc02-bc49-4f05-a5fb-fb2b2c62a2a8	UMA883SV8
1	1566548578.123900	UMA883SV8	6404cc02-bc49-4f05-a5fb-fb2b2c62a2a8	UMA883SV8
2	1566561042.124700	UJRAL005U	6404cc02-bc49-4f05-a5fb-fb2b2c62a2a8	UMA883SV8
3	1566575342.128100	UL08YKGLU	6404cc02-bc49-4f05-a5fb-fb2b2c62a2a8	UMA883SV8
4	1566696127.130300	UMA883SV8	6404cc02-bc49-4f05-a5fb-fb2b2c62a2a8	UMA883SV8
5	1566696183.130500	UMA883SV8	6404cc02-bc49-4f05-a5fb-fb2b2c62a2a8	UMA883SV8
0	1566275257.103100	UJKFAPBCJ	3ce70e46-e449-4cbe-800a-988b548547d7	UMG0947NY
1	1566305683.103700	UMG0947NY	3ce70e46-e449-4cbe-800a-988b548547d7	UMG0947NY
2	1566306883.105700	UJRAL005U	3ce70e46-e449-4cbe-800a-988b548547d7	UMG0947NY
3	1566436838.108000	UMG0947NY	3ce70e46-e449-4cbe-800a-988b548547d7	UMG0947NY
0	1566204217.093300	UJRAL005U	4d581bfd-f6f5-4241-bcf5-8639b0e07b9c	UMJ5SQSCF
1	1566206198.093600	UMJ5SQSCF	4d581bfd-f6f5-4241-bcf5-8639b0e07b9c	UMJ5SQSCF
2	1566206771.094300	UJRAL005U	4d581bfd-f6f5-4241-bcf5-8639b0e07b9c	UMJ5SQSCF
0	1566174728.078200	UJRAL005U	36f20155-d9b4-4b43-9cda-63ecdec31dd8	UMHPJLU31
1	1566175819.081500	UMHPJLU31	36f20155-d9b4-4b43-9cda-63ecdec31dd8	UMHPJLU31
2	1566206432.093800	UJRAL005U	36f20155-d9b4-4b43-9cda-63ecdec31dd8	UMHPJLU31
3	1566206777.094500	UMHPJLU31	36f20155-d9b4-4b43-9cda-63ecdec31dd8	UMHPJLU31
0	1566174513.075400	UJRAL005U	9e7b3df0-1c41-4f1c-91d6-9f08f89308b3	UMFDZ1L0M
0	1565883193.042400	UJRAL005U	d131886f-6879-4104-af74-3ac1f20e13aa	UMFGQHD46
1	1565932804.046100	UMFGQHD46	d131886f-6879-4104-af74-3ac1f20e13aa	UMFGQHD46
2	1565940285.046600	ULKPET3UK	d131886f-6879-4104-af74-3ac1f20e13aa	UMFGQHD46
3	1565940995.046900	UMFGQHD46	d131886f-6879-4104-af74-3ac1f20e13aa	UMFGQHD46
4	1565941429.047900	UJRAL005U	d131886f-6879-4104-af74-3ac1f20e13aa	UMFGQHD46
0	1565627082.014500	UJKFAPBCJ	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
1	1565663051.015400	UJRAL005U	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
2	1565787912.017300	UM9JP9K0Q	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
3	1565788765.029800	UM9JP9K0Q	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
4	1565792748.031800	UJRAL005U	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
5	1565909840.045200	UM9JP9K0Q	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
6	1566115088.058700	UMHPJLU31	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
7	1566134305.069000	UM9JP9K0Q	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
8	1566136358.071500	UMHPJLU31	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
9	1566137490.072500	UM9JP9K0Q	d6fc4a3c-d8f3-4ff8-89e8-0d68e313f096	UM9JP9K0Q
0	1564832985.086700	UJRAL005U	a7484d92-d08c-4912-bbd0-2216d181ea85	ULM6FBU11
1	1565105350.000400	ULM6FBU11	a7484d92-d08c-4912-bbd0-2216d181ea85	ULM6FBU11
2	1565105443.002300	UJRAL005U	a7484d92-d08c-4912-bbd0-2216d181ea85	ULM6FBU11
0	1568761071.027300	UKU6PP3J5	ed4140c0-fe46-445d-99a1-6fc4da5741e1	UNFAV5EDB
1	1568764924.029200	UKT5BQD3P	ed4140c0-fe46-445d-99a1-6fc4da5741e1	UNFAV5EDB
2	1568771032.032200	UNFAV5EDB	ed4140c0-fe46-445d-99a1-6fc4da5741e1	UNFAV5EDB
3	1568783443.039400	UJRAL005U	ed4140c0-fe46-445d-99a1-6fc4da5741e1	UNFAV5EDB
0	1568783252.035100	UJRAL005U	9c0cd9ef-dee5-4bc4-b6ad-b8e0d79421f4	UN13XU726
0	1568359613.053200	UL2TY2ERL	cb4a48e6-7c51-4e8c-b98a-f2f5beaad345	UN0HCK74M
1	1568374399.053400	UN0HCK74M	cb4a48e6-7c51-4e8c-b98a-f2f5beaad345	UN0HCK74M
2	1568433000.003100	UJRAL005U	cb4a48e6-7c51-4e8c-b98a-f2f5beaad345	UN0HCK74M
3	1568507962.003900	UN0HCK74M	cb4a48e6-7c51-4e8c-b98a-f2f5beaad345	UN0HCK74M
4	1568642524.006000	UJRAL005U	cb4a48e6-7c51-4e8c-b98a-f2f5beaad345	UN0HCK74M
0	1567823536.043300	UKT5BQD3P	5e36cc48-5049-4a1e-a2e5-ad8425676b63	USLACKBOT
1	1567924675.047200	UMRP0GXQB	5e36cc48-5049-4a1e-a2e5-ad8425676b63	USLACKBOT
2	1567938226.048200	UKT5BQD3P	5e36cc48-5049-4a1e-a2e5-ad8425676b63	USLACKBOT
0	1567569300.018300	UJRAL005U	a8af97ae-1ad7-418f-ba46-dd523d0e65c3	UMQ7CDJUR
1	1567590024.021700	UMQ7CDJUR	a8af97ae-1ad7-418f-ba46-dd523d0e65c3	UMQ7CDJUR
0	1566899819.163900	UJRAL005U	ac0dbb3f-b9f1-4f83-9363-0271ca780139	UMH4R32C9
1	1566951974.165500	UMH4R32C9	ac0dbb3f-b9f1-4f83-9363-0271ca780139	UMH4R32C9
0	1566886232.163600	UJRAL005U	748b6a6f-1b88-41c9-8cfc-6a0842ed20b0	UMC518ER0
1	1566915771.164200	UMC518ER0	748b6a6f-1b88-41c9-8cfc-6a0842ed20b0	UMC518ER0
0	1566727059.143800	UJRAL005U	f9873365-43f7-4415-b587-d39d5b1a7df2	UMBUPSEF5
0	1571489261.071800	UJRAL005U	5d84fbd9-42b7-4b00-b007-bc5c18a25314	UP5KY3DFD
0	1571231588.057200	UJRAL005U	e44bd755-cc30-426c-9248-4cdcb852f4e9	UPF4T5DE1
1	1571231850.060900	UPF4T5DE1	e44bd755-cc30-426c-9248-4cdcb852f4e9	UPF4T5DE1
0	1571205390.050500	UJRAL005U	d2fc59f2-18b4-4bfe-a1bb-c9397cd0ea3a	UN1V4ELKV
1	1571206646.050700	UN1V4ELKV	d2fc59f2-18b4-4bfe-a1bb-c9397cd0ea3a	UN1V4ELKV
0	1571031408.047300	UJRAL005U	098b34b4-320c-45ae-9c97-700fa0291985	UPBV44H6H
1	1571039440.048400	UPBV44H6H	098b34b4-320c-45ae-9c97-700fa0291985	UPBV44H6H
0	1571031202.045200	UJRAL005U	e1a9851a-cdcd-4fb9-8562-79b59cfd129f	UPDRPAHN2
1	1571042136.048600	UPDRPAHN2	e1a9851a-cdcd-4fb9-8562-79b59cfd129f	UPDRPAHN2
0	1570704474.019900	UJRAL005U	61859d61-b545-448d-98d1-5728dab2f709	UPAHD46RL
1	1570717553.020900	UJRAL005U	61859d61-b545-448d-98d1-5728dab2f709	UPAHD46RL
2	1570753762.022800	UPAHD46RL	61859d61-b545-448d-98d1-5728dab2f709	UPAHD46RL
3	1570754309.029500	UKY4VFB5E	61859d61-b545-448d-98d1-5728dab2f709	UPAHD46RL
4	1570755887.029800	UPAHD46RL	61859d61-b545-448d-98d1-5728dab2f709	UPAHD46RL
5	1570757192.033100	UJRAL005U	61859d61-b545-448d-98d1-5728dab2f709	UPAHD46RL
0	1569743271.089600	UJRAL005U	27ace3cb-a0f1-4c26-b1db-a5ed1fee00d0	UMY9V0N49
1	1569768235.089900	UMY9V0N49	27ace3cb-a0f1-4c26-b1db-a5ed1fee00d0	UMY9V0N49
0	1569466098.079900	UJRAL005U	a2cd97a1-e438-4391-ab3c-c08ee5bfaaf1	UNC7ZP60Y
1	1569502366.080700	UNC7ZP60Y	a2cd97a1-e438-4391-ab3c-c08ee5bfaaf1	UNC7ZP60Y
2	1569505016.082100	UJRAL005U	a2cd97a1-e438-4391-ab3c-c08ee5bfaaf1	UNC7ZP60Y
0	1569384717.071100	UJRAL005U	6b5ca74f-a7e4-4da0-b89f-9d5e74fb693b	UNLNYN8VA
0	1561645453.003900	UJRAL005U	f0ca10f7-1152-4108-8bb3-a4798ecc4b66	UKT3G90U8
0	1561376430.000300	UKT3G90U8	facb98a3-c5bd-4a97-acc3-29378eda8ccc	UJRAL005U
0	1564063233.055800	UKU6PP3J5	b866b316-0bb5-4ee2-948e-c464f188471c	UJRAL005U
1	1564122515.059200	UJRAL005U	b866b316-0bb5-4ee2-948e-c464f188471c	UJRAL005U
0	1564007404.049000	UJRAL005U	5c583df1-ad38-41be-b3ba-e4610d9ebfd9	UKU6PP3J5
1	1564015256.049200	UKU6PP3J5	5c583df1-ad38-41be-b3ba-e4610d9ebfd9	UKU6PP3J5
2	1564051016.050700	UJRAL005U	5c583df1-ad38-41be-b3ba-e4610d9ebfd9	UKU6PP3J5
0	1563640516.006000	UKU6PP3J5	9c248564-c80c-40d8-96d3-9ac16ee33398	UJRAL005U
0	1564238577.064500	UL2TSDLG6	eaf7f931-2846-49cb-8529-49283094b8b0	UL2TSDLG6
1	1564238979.065200	UJRAL005U	eaf7f931-2846-49cb-8529-49283094b8b0	UL2TSDLG6
2	1564293826.000700	UKU6PP3J5	eaf7f931-2846-49cb-8529-49283094b8b0	UL2TSDLG6
3	1564363928.021500	UL2TSDLG6	eaf7f931-2846-49cb-8529-49283094b8b0	UL2TSDLG6
4	1564610679.005100	UJRAL005U	eaf7f931-2846-49cb-8529-49283094b8b0	UL2TSDLG6
0	1563373539.011800	UJRAL005U	3f4c4790-0039-4fbc-bbb9-b4e1763c4dc0	UL02Y5QAY
0	1563367404.007300	UL02Y5QAY	91f983e4-6e55-4fa3-8054-1e320ce9ac27	UJRAL005U
0	1563192575.013800	UL02Y5QAY	15ee0fb3-0372-4ca1-ab2b-c774879cb579	UJRAL005U
0	1563184429.007400	UJRAL005U	9332efea-e277-49f3-9ed3-e623c4981e23	UKU6PP3J5
1	1563184489.007600	UJRAL005U	9332efea-e277-49f3-9ed3-e623c4981e23	UKU6PP3J5
2	1563184611.007900	UKU6PP3J5	9332efea-e277-49f3-9ed3-e623c4981e23	UKU6PP3J5
0	1563184133.005700	UJRAL005U	f3f70153-17af-4401-99b4-e3dcfedc6c15	UKU6PP3J5
0	1562932643.003300	UJRAL005U	1bfeb233-b178-421c-b448-5eced3c387de	UL2TSDLG6
1	1562983076.000500	UL2TSDLG6	1bfeb233-b178-421c-b448-5eced3c387de	UL2TSDLG6
0	1562728660.005800	UJRAL005U	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
1	1562728701.006600	UKFNDDER1	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
2	1562728933.006900	UJRAL005U	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
3	1562729202.007900	UKFNDDER1	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
4	1562729335.010100	UJRAL005U	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
5	1562729369.010700	UKFNDDER1	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
6	1562745348.002200	UKFNDDER1	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
7	1562897787.000800	UJRAL005U	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
8	1562897864.002400	UKFNDDER1	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
9	1562897884.003100	UKFNDDER1	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
10	1562897984.004700	UJRAL005U	8aa69206-3090-430e-b22b-a2f80944f65f	UKFNDDER1
0	1562725441.004800	UJRAL005U	eae24bd3-1835-4db8-a058-a6cd11f41d55	UKU6PP3J5
0	1562725387.003100	UJRAL005U	b0405e7c-6824-4026-a75f-74a838eeb014	UL02Y5QAY
0	1562646749.011000	UJRAL005U	8ab12354-6f1b-48ae-9add-314e1fa4003e	UKY4VFB5E
0	1562590999.007100	UKU6PP3J5	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
1	1562591252.009300	UJRAL005U	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
2	1562591541.012800	UJRAL005U	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
3	1562591702.013000	UKU6PP3J5	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
4	1562591762.013200	UKU6PP3J5	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
5	1562592924.018800	UL2TSDLG6	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
6	1562593338.026000	UJRAL005U	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
7	1562593936.028000	UJRAL005U	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
8	1562594029.030000	UJRAL005U	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
9	1562594062.031100	UJRAL005U	b9abc2f1-a7ed-464b-8888-0c61e561143b	UJRAL005U
0	1562500797.007300	UJRAL005U	5ea7744c-a71e-4748-9218-0dd94416a14c	UKFNDDER1
1	1562581090.000400	UKFNDDER1	5ea7744c-a71e-4748-9218-0dd94416a14c	UKFNDDER1
