reply_num	reply_ts	reply_user	talk_id	talk_user
3	1566486412.150500	UMFGQHD46	92f97af8-94b4-415c-9791-43fdd8f27cd8	UMFGQHD46
4	1566495153.152100	UL2TY2ERL	92f97af8-94b4-415c-9791-43fdd8f27cd8	UMFGQHD46
5	1566613268.153900	UMFGQHD46	92f97af8-94b4-415c-9791-43fdd8f27cd8	UMFGQHD46
6	1566716166.158200	UJRAL005U	92f97af8-94b4-415c-9791-43fdd8f27cd8	UMFGQHD46
7	1566726035.159100	UMFGQHD46	92f97af8-94b4-415c-9791-43fdd8f27cd8	UMFGQHD46
8	1567144913.002200	UJRAL005U	92f97af8-94b4-415c-9791-43fdd8f27cd8	UMFGQHD46
0	1565864320.126200	ULKPET3UK	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
1	1565864675.126400	UKTRK6EE4	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
2	1565864763.126700	ULKPET3UK	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
3	1565864836.126900	UKTRK6EE4	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
4	1565884526.128400	UJRAL005U	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
5	1565884540.128600	UKTRK6EE4	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
6	1565884560.128800	UKTRK6EE4	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
7	1565884600.129800	UJRAL005U	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
8	1566042141.132100	UJRAL005U	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
9	1566042323.132300	UJRAL005U	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
10	1566042331.132700	UJRAL005U	2e687d25-ca53-4387-9758-36a6010a49bd	UKTRK6EE4
0	1565836932.069600	UJRAL005U	aa98fc5b-d21d-4b70-a74e-6bc1acbdd845	UL2TY2ERL
1	1565837552.071600	UL2TY2ERL	aa98fc5b-d21d-4b70-a74e-6bc1acbdd845	UL2TY2ERL
2	1565837577.072300	UL2TY2ERL	aa98fc5b-d21d-4b70-a74e-6bc1acbdd845	UL2TY2ERL
3	1565837860.072500	UJRAL005U	aa98fc5b-d21d-4b70-a74e-6bc1acbdd845	UL2TY2ERL
4	1565837890.073100	UL2TY2ERL	aa98fc5b-d21d-4b70-a74e-6bc1acbdd845	UL2TY2ERL
